name,cgpa
ueq,9.140000
uci,5.880000
ucj,9.450000
uck,6.960000
ucm,5.090000
ucv,5.780000
udb,7.130000
udi,9.520000
ucl,7.070000
ucn,7.670000
ucp,9.010000
ucw,8.610000
ucy,8.570000
uda,6.380000
ubd,9.180000
ubw,6.600000
ubz,6.270000
ucc,9.620000
ubc,5.040000
ube,9.470000
ubf,6.970000
ubo,7.760000
ubr,8.950000
ucg,6.960000
tzy,5.710000
uad,8.490000
uai,7.010000
uae,8.700000
uaf,7.690000
uaj,6.440000
tyn,9.550000
uay,7.250000
ubb,5.420000
tyt,9.790000
tzl,6.430000
tyw,9.280000
tyy,6.180000
tza,5.770000
tzo,5.930000
tzd,6.160000
tzf,9.690000
tzg,7.150000
tzj,7.510000
tzk,7.940000
tzr,7.770000
tzt,8.490000
tzu,6.650000
tzv,5.430000
tzw,7.310000
txn,9.760000
txu,9.150000
tyd,6.040000
txo,5.330000
txs,7.750000
tyb,6.340000
tyl,5.190000
typ,9.510000
twj,6.450000
twk,8.350000
twm,6.840000
two,7.750000
twv,5.690000
txl,9.560000
twp,9.550000
twt,7.010000
txd,5.740000
txj,5.630000
twx,9.050000
twz,6.980000
txc,8.170000
txg,6.220000
tvx,6.040000
tvy,5.520000
tvd,5.640000
tvg,6.980000
tvi,5.820000
tvj,9.310000
tvl,8.050000
tvm,7.190000
tvo,5.500000
tvt,7.880000
tvr,7.390000
tvs,9.060000
tvw,5.380000
twa,7.330000
twd,7.030000
twf,7.280000
twh,5.040000
tuf,8.160000
tuk,9.090000
tum,8.270000
tuv,6.830000
tuz,5.160000
tva,8.430000
tuc,7.260000
tui,6.280000
tuj,6.520000
tuq,9.210000
tuu,8.580000
tsy,7.770000
tsu,9.470000
tsx,8.810000
tsz,8.940000
tsv,7.140000
tta,9.050000
ttc,9.530000
ttd,8.900000
ttj,9.180000
ttk,8.840000
ttm,5.910000
tts,5.250000
ttn,8.960000
tto,8.060000
ttr,9.340000
ttt,5.880000
ttu,9.170000
trr,6.320000
tsc,7.910000
tse,5.260000
tsq,8.140000
tss,6.590000
trp,6.590000
trq,7.870000
tsh,9.280000
tsi,7.210000
tsj,5.900000
tsk,5.090000
tsn,5.860000
tqj,8.420000
tqq,8.750000
tqm,9.790000
tqp,8.140000
tqx,5.150000
trf,9.740000
trh,7.360000
tri,9.900000
trk,9.750000
tqn,7.050000
tqs,5.420000
tqt,9.650000
tqv,5.920000
tqw,6.210000
tra,9.320000
tpp,7.210000
tpv,8.320000
tqg,5.380000
tpr,6.050000
tpy,9.620000
tqh,8.500000
tpz,9.700000
tnz,7.190000
tob,5.100000
toc,6.000000
toe,9.640000
tok,8.680000
tol,7.150000
ton,8.970000
too,8.440000
toq,5.510000
tov,6.980000
tow,8.140000
tpc,5.130000
tmw,5.990000
tne,5.490000
tnn,7.630000
tnx,8.030000
tny,8.620000
tnb,6.710000
tnf,7.420000
tng,8.680000
tnh,7.030000
tni,9.520000
tno,5.480000
tlp,8.530000
tlt,9.470000
tlw,6.190000
tmm,9.810000
tlx,6.490000
tly,7.050000
tma,5.080000
tmd,5.380000
tmg,7.610000
tmh,8.690000
tmp,7.130000
tic,8.800000
tkm,7.220000
tko,7.520000
tkr,5.700000
tlo,8.420000
tkt,5.120000
tlk,5.620000
tkz,9.760000
tla,6.990000
tlc,6.240000
tli,6.200000
tlj,5.750000
tlm,7.450000
tjk,8.190000
tjm,6.240000
tjp,9.120000
tkc,7.160000
tjn,8.300000
tjq,6.000000
tjr,9.150000
tjy,8.970000
tke,5.330000
tjt,6.980000
tjz,6.210000
tka,5.770000
tkb,6.030000
tkd,8.770000
tkh,7.300000
tia,7.020000
tie,5.160000
tii,8.350000
tik,9.420000
til,5.390000
tin,7.440000
tio,7.600000
tiq,9.880000
tiv,5.940000
tiy,6.260000
tjb,8.810000
tib,5.160000
tft,9.080000
tip,7.230000
tit,9.380000
tjc,5.750000
tgx,6.290000
tgz,5.190000
thb,9.030000
thf,7.860000
thg,8.100000
tho,5.820000
thc,7.510000
the,9.360000
tht,8.080000
thu,9.730000
thx,5.180000
thj,6.510000
thn,7.530000
thq,8.900000
thr,9.090000
ths,8.810000
thz,5.170000
tdk,8.820000
tfw,6.460000
tgb,8.350000
tgf,8.310000
tgg,8.970000
tgh,8.600000
tgl,7.900000
tgs,8.400000
tgt,8.940000
tfv,8.820000
tgk,9.100000
tgq,5.990000
tgu,6.670000
tes,8.080000
tey,7.750000
tfd,7.340000
tff,8.040000
tfh,9.260000
tfl,8.550000
tfo,8.430000
tel,9.500000
tew,8.190000
tfa,9.570000
tfc,7.330000
tfk,8.430000
tfn,7.990000
tfm,7.000000
tdj,5.370000
tdm,9.960000
tea,7.320000
ted,7.340000
tdi,5.180000
tdo,6.660000
tdu,6.620000
tdy,8.530000
tdz,7.020000
tee,5.780000
tek,8.960000
tcb,9.820000
tcj,8.680000
tck,7.540000
tcp,8.040000
tcr,9.130000
tct,8.910000
tcv,6.130000
tcw,8.380000
tcl,6.460000
tco,6.170000
tcu,8.400000
tcy,8.590000
tda,7.660000
tdb,9.250000
tdc,8.660000
tde,8.720000
tbd,8.710000
tbs,8.000000
tby,6.780000
tbz,6.350000
tbi,7.610000
szr,6.880000
taa,8.070000
tac,9.600000
taq,5.340000
tae,5.370000
taf,9.450000
tag,8.050000
tam,8.100000
tap,9.330000
tar,8.900000
tas,9.220000
tat,9.210000
syx,5.130000
szj,8.950000
szn,7.360000
sym,5.380000
syu,8.680000
syw,7.520000
sze,6.450000
szg,6.500000
syz,9.950000
szb,6.470000
szi,6.070000
szo,6.030000
sxp,5.330000
sxu,5.950000
sxv,9.280000
sxw,9.420000
sxz,6.000000
sxi,8.710000
sxk,5.970000
sxl,6.120000
sxn,6.360000
sxo,5.910000
sxr,8.670000
sxt,8.550000
sxx,8.930000
syd,9.390000
syh,8.140000
syl,7.760000
swg,7.360000
swh,5.000000
swi,7.680000
swt,7.460000
swx,8.800000
sxb,6.540000
sxc,6.970000
swd,9.470000
swe,7.850000
swp,5.200000
swy,6.860000
sxa,8.010000
sxf,9.480000
sxg,7.020000
suz,9.710000
svi,9.560000
svu,9.010000
sve,8.790000
svf,8.750000
svg,8.230000
svh,6.880000
swb,7.110000
suj,5.510000
sun,5.010000
suq,7.280000
suv,6.920000
stu,9.820000
stz,8.470000
sue,7.830000
sug,9.310000
suk,8.540000
stb,6.290000
stn,6.710000
ssn,6.900000
ssp,5.890000
sst,7.390000
ssv,9.510000
ssy,9.450000
ssz,8.470000
sta,5.910000
ste,5.360000
stf,7.150000
stg,7.520000
stm,7.160000
stq,5.280000
sru,6.380000
srx,9.850000
sry,6.620000
ssj,6.930000
srj,7.430000
sro,5.610000
spi,8.540000
ssk,6.380000
srt,7.960000
srw,5.390000
ssd,5.900000
ssi,7.350000
ssl,7.640000
sqj,7.840000
sqx,8.980000
sqy,7.890000
srd,9.490000
sre,8.360000
sqh,6.660000
sqv,9.390000
sqw,8.910000
sqk,8.630000
sqm,8.870000
sqn,5.940000
squ,6.070000
srb,6.660000
srg,6.660000
spb,5.570000
spc,5.340000
spf,9.040000
spk,9.770000
spe,5.620000
spg,7.240000
spm,7.450000
sph,7.570000
spj,5.500000
spl,8.330000
spo,8.410000
spq,5.600000
spr,5.010000
spu,9.030000
spv,6.140000
spx,6.860000
sqb,8.560000
snu,6.790000
snx,7.110000
sod,8.770000
sog,6.230000
soq,5.630000
sox,8.750000
snw,5.100000
snz,5.200000
sob,9.640000
soc,5.620000
sof,6.390000
soh,7.970000
son,8.620000
soo,8.250000
sor,7.310000
sou,8.200000
sow,6.890000
smr,5.440000
smw,8.790000
snm,8.970000
smu,6.770000
smy,9.910000
sna,9.230000
snf,9.930000
snj,5.450000
snk,5.760000
snl,9.360000
snq,7.170000
sln,9.910000
slp,6.820000
slq,9.140000
slw,8.950000
smg,5.020000
smi,9.880000
smk,6.110000
slm,6.000000
slx,8.760000
smb,5.900000
smd,7.180000
sml,9.180000
smn,9.280000
skk,6.940000
skl,9.910000
skm,7.750000
skw,9.350000
sld,8.410000
sle,6.180000
skg,6.170000
ski,9.300000
skr,9.090000
sks,5.910000
slb,9.160000
sjb,6.250000
sjd,9.440000
sjj,6.690000
sjw,5.100000
sjy,8.000000
sjz,8.120000
ska,5.090000
skb,8.050000
skc,8.990000
sja,7.340000
sje,8.240000
sjf,6.180000
sjg,8.350000
sjh,8.200000
sjl,7.650000
sjq,7.730000
sju,9.800000
shv,6.230000
sit,5.030000
shu,6.780000
shw,5.040000
sif,7.550000
shy,5.660000
sia,7.390000
sib,8.160000
sfy,9.580000
sii,9.990000
sio,5.970000
sip,7.380000
siu,8.700000
siv,8.310000
sgx,9.820000
shp,8.640000
shs,8.300000
sgq,7.780000
sgr,9.770000
sgw,9.790000
sgz,7.020000
shb,6.130000
shd,6.450000
shg,5.340000
shh,9.310000
shk,5.770000
shl,9.900000
shn,8.410000
sfk,7.590000
sfl,9.640000
sfo,6.610000
sfp,9.830000
sfr,9.320000
sfv,5.920000
sfx,5.350000
sgl,9.390000
sgm,8.940000
sfz,9.870000
sgb,5.950000
sgd,5.340000
sge,5.840000
sgo,7.980000
sgh,6.550000
sgj,7.800000
sgk,8.110000
sgn,6.190000
seg,7.230000
sem,6.400000
ser,7.680000
set,7.290000
sex,9.850000
sfe,9.090000
sfg,8.040000
sfj,8.060000
sen,9.760000
sep,7.060000
seu,9.950000
sew,6.170000
sey,8.970000
sez,5.010000
sfd,5.760000
sde,6.670000
sdf,8.810000
sdm,8.290000
sbg,8.190000
sed,8.110000
sdo,8.710000
sec,8.190000
see,9.240000
scc,7.280000
sco,8.540000
sbz,6.470000
sci,8.890000
scj,7.620000
sck,8.460000
scp,9.250000
scu,9.890000
scv,8.420000
scw,7.900000
scz,5.580000
sau,5.090000
sav,8.140000
sax,7.540000
sba,7.500000
sbl,5.990000
rzs,7.850000
saa,9.400000
sab,9.580000
sac,6.800000
sam,9.710000
rzn,5.830000
sai,5.930000
rzq,9.880000
rzr,7.770000
rzu,6.940000
sad,7.780000
saj,6.260000
sal,9.420000
san,8.890000
ryh,7.300000
ryo,9.650000
ryr,9.290000
ryw,6.010000
ryz,7.590000
rzd,6.330000
ryg,6.770000
ryi,6.320000
ryj,6.350000
ryk,5.830000
ryl,9.480000
rym,9.530000
ryn,7.900000
ryq,6.480000
ryu,7.870000
ryy,5.180000
rwo,9.990000
rza,7.660000
rzb,6.670000
rzc,9.900000
rzf,6.540000
rzg,7.670000
rxb,6.910000
rxd,5.780000
rxz,8.920000
ryb,7.490000
rye,9.240000
rxc,6.070000
rxk,6.720000
rxl,9.050000
rxs,8.230000
rxm,5.470000
ryf,5.980000
rvw,9.430000
rwg,7.230000
rwn,8.250000
rwq,8.650000
rws,9.570000
rwv,5.990000
rvx,9.670000
rvz,9.300000
rwa,9.480000
rwe,8.880000
rwh,9.240000
rwl,8.820000
rwm,6.660000
rwp,8.860000
rwu,8.210000
rwy,7.120000
rux,6.430000
rvi,6.730000
ruz,5.960000
rva,7.980000
rvc,8.950000
rvd,9.910000
rve,5.430000
rvf,6.770000
rvr,7.490000
rtr,9.680000
rts,6.220000
rtv,9.950000
rug,9.690000
rtt,5.710000
rtu,7.790000
rua,7.060000
ruc,9.660000
rtw,5.970000
rtx,8.580000
rtz,6.310000
rui,5.350000
run,5.440000
ruo,7.900000
rup,9.570000
rsm,6.390000
rsp,6.820000
rsw,9.220000
rta,7.240000
rtc,5.050000
rtd,5.370000
rtk,7.510000
rtl,6.100000
rsh,7.780000
rsl,6.350000
rss,7.890000
rsq,9.490000
rsr,9.930000
rtj,5.500000
rrc,8.550000
rrh,5.690000
rrt,8.780000
rrz,9.290000
rse,9.590000
rrf,7.930000
rrg,6.720000
rrq,9.140000
rrr,8.780000
rrs,7.450000
rpn,9.340000
rrx,8.100000
rsa,5.510000
rsb,6.410000
rqb,5.860000
rqd,8.140000
rqf,7.440000
rqj,8.830000
rqt,8.100000
rqu,8.600000
rqz,7.820000
rrb,8.470000
ros,9.030000
rou,6.440000
rpb,6.070000
rpk,8.740000
rpl,6.050000
rov,6.520000
rox,9.040000
rph,9.960000
rpm,7.880000
rpa,7.720000
rpe,5.780000
rne,9.410000
rpr,9.010000
rpt,7.040000
rpu,6.070000
rnn,6.760000
rnr,6.580000
rob,6.160000
roe,5.810000
rol,8.820000
ron,5.990000
rno,7.250000
ror,6.830000
rnq,7.780000
rnt,6.040000
rok,8.680000
rny,5.420000
roa,8.660000
roc,6.920000
rog,7.570000
roo,6.800000
rop,6.020000
rmi,8.600000
rmj,8.870000
rmo,9.430000
rmr,9.960000
rmt,7.620000
rmu,5.760000
rmv,9.220000
rnb,8.030000
rnc,8.070000
rnl,9.010000
rle,8.690000
rlh,9.700000
rli,8.210000
rln,5.560000
rlr,9.550000
rls,8.120000
rmc,8.230000
rme,8.490000
rjz,8.590000
rkh,6.530000
rki,8.720000
rkl,8.400000
rkm,9.310000
rkt,9.640000
rkw,6.530000
rla,6.130000
rlc,8.980000
rkg,6.510000
rkq,5.140000
rkk,8.590000
rks,9.890000
rim,9.090000
rlb,6.370000
riz,8.350000
rjh,7.200000
riu,7.610000
rji,8.120000
riw,7.470000
rja,5.720000
rjf,5.890000
rjm,6.720000
rjt,8.540000
rjv,8.330000
rjx,5.900000
rhr,5.930000
rib,9.920000
rie,6.600000
rig,5.340000
rij,9.820000
rhz,8.190000
ria,5.740000
ric,8.610000
rid,8.510000
rin,8.510000
rgr,9.790000
rhj,6.620000
rgl,9.420000
rgn,9.890000
rgt,6.070000
rgw,9.180000
rgx,6.260000
rgy,8.270000
rhe,5.760000
rff,5.220000
rfs,8.130000
rfu,8.720000
rdu,8.290000
rfj,7.870000
rfk,6.250000
rgg,7.420000
rfn,5.220000
rfo,7.070000
rfx,8.270000
rgb,5.670000
rgf,6.940000
rem,5.290000
res,7.210000
rex,7.980000
rfd,7.160000
rec,9.230000
red,5.670000
ree,9.230000
rei,8.010000
rel,5.530000
reo,8.920000
ret,5.040000
rfb,7.090000
rcx,7.510000
rdj,8.810000
rdq,7.860000
rcy,5.750000
rdc,5.070000
rdg,7.060000
rdl,8.570000
rdm,5.130000
rds,9.660000
rdt,7.660000
rdx,8.870000
rbs,6.420000
rbw,6.490000
rby,5.310000
rcm,6.410000
rca,5.900000
rcb,5.660000
rcf,9.030000
rcl,6.230000
rcg,5.290000
rcp,6.010000
rcs,8.840000
ral,7.330000
rao,8.870000
rat,8.850000
ray,5.120000
raz,6.130000
rba,8.230000
rbb,5.980000
rbc,8.740000
rbm,6.660000
rbe,6.350000
rbj,8.400000
qzf,5.140000
qzl,7.580000
qzm,5.950000
qzx,9.880000
raa,5.980000
rab,6.840000
rag,9.100000
qzh,6.070000
qzi,6.270000
qzj,8.420000
qzq,6.190000
qzr,9.300000
qzt,6.900000
qzv,6.820000
rac,8.350000
rad,8.250000
rai,5.740000
qyd,5.340000
qyh,5.440000
qys,8.480000
qyz,5.930000
qze,7.690000
qyb,7.080000
qyw,7.510000
qyc,8.050000
qyl,7.710000
qyo,5.450000
qyx,5.910000
qza,8.870000
qwt,9.570000
qwv,8.500000
qxe,5.560000
qxl,5.810000
qwz,9.320000
qxo,8.790000
qxq,5.930000
qxr,8.450000
qxu,9.480000
qxv,5.380000
qxw,6.530000
qvy,8.470000
qwa,6.130000
qwk,6.970000
qwn,8.690000
qwb,7.960000
qwe,6.570000
qwp,7.460000
qwu,5.760000
qwj,8.240000
qwm,6.780000
qwq,8.170000
quk,9.300000
qul,8.600000
qum,8.980000
qur,6.710000
qus,5.690000
quu,6.170000
qve,5.760000
qvf,9.300000
qvh,9.610000
qvl,8.890000
qvn,8.940000
qux,7.430000
qvd,7.010000
qvo,7.020000
qtj,6.620000
qto,7.190000
qty,6.400000
qth,6.440000
qti,7.440000
qtk,5.090000
qtm,7.640000
qtn,5.340000
qtp,8.270000
qtt,6.510000
qsb,8.930000
qtv,8.910000
quc,7.400000
qud,9.410000
qug,8.380000
qui,6.030000
qsc,8.060000
qsg,7.900000
qsj,8.450000
qsx,7.580000
qsl,8.880000
qrn,6.100000
qrt,9.180000
qqx,6.660000
qqz,9.710000
qrd,9.640000
qrg,9.400000
qrh,5.210000
qrr,6.570000
qrv,7.290000
qrx,9.810000
qry,6.670000
qra,8.390000
qro,7.350000
qrw,5.680000
qsa,6.120000
qpy,6.710000
qqi,5.550000
qqo,8.100000
qqs,6.820000
qpr,9.590000
qqb,6.370000
qqf,6.390000
qqg,6.950000
qqh,7.120000
qou,8.670000
qpp,8.840000
qoo,9.380000
qot,6.030000
qpn,9.710000
qow,5.170000
qox,8.420000
qpc,6.990000
qpd,5.180000
qpe,8.080000
qpi,8.830000
qpl,7.280000
qoc,5.380000
qoh,5.990000
qnk,7.420000
qnr,7.080000
qns,9.820000
qnt,6.470000
qnz,8.620000
qob,6.360000
qoi,5.270000
qol,6.070000
qmi,6.160000
qmr,6.470000
qmt,9.170000
qnc,9.900000
qnd,6.050000
qne,8.630000
qmd,6.330000
qmg,6.830000
qmj,5.280000
qmn,9.830000
qmv,9.920000
qmy,5.120000
qng,8.310000
qnf,5.260000
qkx,8.770000
qir,8.340000
qlb,9.610000
qls,8.880000
qlg,7.970000
qli,9.470000
qlj,8.810000
qll,6.320000
qlm,7.140000
qlp,5.880000
qlv,7.850000
qlx,6.350000
qma,5.070000
qmb,6.480000
qjt,5.000000
qjz,8.580000
qka,8.800000
qkf,5.560000
qki,8.070000
qkj,6.380000
qkk,8.390000
qkn,7.180000
qkr,7.490000
qkw,9.930000
qip,5.610000
qiq,5.840000
qix,9.250000
qiy,6.880000
qjd,8.770000
qje,6.200000
qjp,7.860000
qjr,9.450000
qht,7.740000
qhw,8.720000
qic,6.220000
qhm,6.250000
qhn,7.750000
qhz,8.630000
qik,7.720000
qho,6.280000
qhr,9.040000
qhy,6.350000
qim,6.320000
qhs,5.820000
qie,9.930000
qif,7.860000
qig,6.280000
qij,5.470000
qil,5.970000
qgf,5.190000
qdz,8.060000
qgj,7.600000
qgx,7.990000
qhb,6.410000
qgd,8.850000
qgh,8.930000
qgm,5.590000
qgr,7.280000
qgt,7.700000
qgu,8.270000
qhc,7.550000
qgy,6.430000
qhe,6.900000
qfc,6.770000
qff,9.510000
qfj,10.000000
qfq,8.500000
qfw,9.910000
qez,7.640000
qfi,9.340000
qfr,5.640000
qfs,5.830000
qft,8.200000
qfu,5.800000
qfv,9.870000
qfx,9.580000
qfy,6.480000
qgb,8.410000
qgc,9.890000
qdu,9.430000
qen,5.380000
qer,6.790000
qew,6.450000
qdx,7.470000
qea,8.210000
qeh,7.890000
qei,8.830000
qef,7.460000
qem,5.660000
qet,8.540000
qeu,6.740000
qcp,6.460000
qcq,9.860000
qcu,5.730000
qcx,6.150000
qdf,6.380000
qdl,9.470000
qdr,5.410000
qdm,9.120000
qdq,7.750000
qbk,5.850000
qbp,7.680000
qbv,7.870000
qch,5.570000
qci,8.150000
qcl,9.420000
qbl,8.270000
qbm,5.820000
qbx,7.460000
qcg,7.540000
qck,9.050000
qar,5.410000
qas,5.990000
qbd,9.880000
qbh,9.610000
qag,9.500000
qaz,7.940000
qbc,9.610000
qbf,5.660000
qal,9.160000
qaw,9.630000
qba,5.650000
qbg,7.420000
pzg,8.230000
pzi,6.790000
pyz,7.550000
pzp,7.450000
pzt,7.370000
pzv,5.510000
qaa,7.970000
qac,8.280000
pxu,5.220000
pyk,6.430000
pyl,7.630000
pyo,7.390000
pyu,8.120000
pyw,8.360000
pxw,7.310000
pya,7.910000
pyd,5.640000
pyf,5.330000
pyt,8.720000
pxc,6.830000
pxe,6.630000
pxi,5.400000
pxj,6.150000
pxl,6.930000
pxt,9.690000
pwu,6.300000
pww,7.640000
pup,9.380000
pxd,6.010000
pxg,9.950000
pxn,7.230000
pxo,6.320000
pvk,8.850000
pvn,9.790000
pvo,6.240000
pwh,6.910000
pwj,5.190000
pvv,5.610000
pwb,8.010000
pwe,6.200000
pwl,8.310000
pul,9.910000
puo,7.930000
pur,7.500000
pui,7.720000
pun,8.960000
puu,9.610000
puv,8.590000
puw,5.430000
puz,8.210000
pvh,6.470000
pta,7.400000
ptg,6.250000
ptp,6.760000
ptt,5.020000
ptu,7.390000
pua,8.540000
pud,7.830000
ptz,5.320000
prz,9.850000
psn,9.930000
psr,7.500000
psw,7.950000
prv,5.520000
psp,6.350000
psq,9.330000
psk,7.620000
pst,6.760000
psu,6.050000
pqq,6.520000
pqu,5.870000
pqv,5.130000
pqx,8.650000
pqz,6.300000
pra,7.130000
pri,5.270000
pro,7.770000
prq,9.760000
pqw,7.010000
prh,6.270000
prp,6.360000
prs,7.850000
ppv,7.730000
pno,8.510000
pqc,7.220000
pqd,7.090000
pqf,5.960000
pqi,8.100000
pqj,6.050000
poy,9.370000
ppj,9.970000
poi,5.210000
pok,6.140000
pon,9.920000
pop,6.110000
ppa,7.750000
pox,6.470000
ppb,5.370000
ppc,5.540000
pnd,6.930000
pne,7.520000
pob,5.370000
pnc,7.830000
pnf,5.150000
pod,7.620000
poe,7.400000
pnh,6.740000
pnj,6.880000
pnl,5.490000
pnv,6.140000
pnw,9.140000
pof,6.070000
plz,9.280000
pmb,8.870000
pmc,5.820000
pmf,6.170000
pmo,9.830000
pmw,5.690000
pmy,7.920000
pna,8.270000
ply,6.660000
pma,5.000000
pme,8.970000
pmg,8.570000
pmh,5.820000
pml,7.290000
pmt,9.520000
plu,8.780000
pks,6.660000
plp,7.480000
pkv,8.590000
pkw,8.970000
pky,9.960000
pkz,7.780000
plj,7.170000
plq,5.800000
plr,5.950000
pjm,6.270000
pjn,7.370000
pjs,8.010000
pju,5.150000
pkf,8.330000
pkn,8.750000
pjr,9.600000
pkc,9.740000
pkq,6.910000
pjb,7.090000
pjc,7.970000
pjg,8.710000
pip,9.410000
pgn,8.340000
piq,10.000000
pir,6.520000
pit,5.150000
piy,5.920000
pja,9.840000
pjd,7.680000
pjh,9.840000
pjl,8.360000
phc,8.850000
phf,5.010000
phh,6.970000
phm,7.310000
phq,5.740000
phr,5.850000
phs,5.530000
phu,6.300000
phv,6.160000
phx,5.530000
phy,6.950000
pig,5.120000
phe,8.300000
phi,9.970000
phk,7.080000
pho,6.300000
php,7.120000
phw,8.270000
pgh,9.680000
pfx,8.810000
pgc,5.280000
pgf,6.980000
pgu,9.150000
pgz,7.250000
phb,7.890000
pgj,5.690000
pgk,8.980000
pgo,7.870000
pgp,9.200000
pgv,5.000000
pft,6.320000
peu,7.290000
pew,8.290000
pez,9.610000
pfb,9.380000
pfi,8.130000
pfo,8.780000
pfv,5.850000
pey,8.880000
pfc,7.250000
pfk,7.160000
pfn,9.750000
pfu,6.550000
pdt,9.510000
pdx,6.120000
pdy,8.200000
pdz,6.740000
peq,8.950000
pdp,5.050000
pdr,5.110000
pea,10.000000
peb,9.940000
pef,9.600000
pel,8.790000
peo,5.100000
pep,6.310000
pcj,7.510000
pck,7.230000
pcm,6.320000
pcp,9.950000
pcq,8.540000
pcr,7.240000
pdd,7.540000
pde,9.010000
pdh,7.780000
pdm,8.560000
pbf,7.820000
pbj,5.250000
pca,5.650000
pbp,8.240000
pbr,9.420000
pbs,9.080000
pbt,5.860000
pbu,5.600000
pcb,6.610000
pcf,9.670000
paa,9.050000
pah,9.640000
pat,6.320000
pab,8.380000
pac,5.340000
pak,7.940000
pax,7.080000
pae,7.190000
pam,5.850000
pap,5.280000
pbb,5.540000
par,7.740000
pas,7.870000
pav,9.870000
oyw,8.140000
oyy,7.960000
ozd,6.100000
ozp,7.190000
oyz,6.040000
ozh,6.210000
ozl,9.610000
ozn,7.770000
ozo,6.430000
ozq,7.150000
oxt,8.820000
oxu,6.790000
oya,7.430000
oyg,9.280000
oyp,5.580000
oxr,8.600000
oyo,8.340000
oxx,5.060000
oyd,8.700000
oyh,5.120000
oym,9.930000
oyr,7.850000
owj,5.350000
owm,5.990000
own,8.600000
owt,7.160000
oxf,8.740000
oxg,8.240000
owq,9.670000
owv,5.470000
owx,6.420000
owy,9.380000
owz,5.980000
oxa,6.700000
oxh,9.080000
ovf,7.400000
ovz,6.630000
owc,7.100000
owd,9.140000
ovm,6.550000
ovr,8.440000
ovx,8.710000
ovs,6.330000
owa,6.550000
owe,5.550000
otz,5.350000
oud,8.560000
oup,9.470000
ouq,8.770000
our,8.800000
ouy,9.290000
ovd,7.740000
ouh,9.650000
oun,8.000000
ouo,9.590000
out,5.230000
ouv,6.360000
otb,5.000000
oth,6.430000
otq,8.040000
osx,5.510000
otd,9.280000
otn,5.400000
ots,5.380000
ott,8.160000
ors,6.640000
orx,7.350000
osb,7.030000
osi,8.460000
oqc,8.580000
osp,8.040000
orr,7.960000
ort,6.260000
orv,5.270000
orz,6.040000
osc,7.490000
osd,6.170000
osm,9.790000
osr,7.810000
oss,6.930000
ost,5.140000
oql,7.560000
oqm,6.780000
orh,8.320000
ori,6.700000
oro,5.640000
oqp,6.670000
oqr,5.840000
oqs,8.330000
oqw,7.180000
oqy,8.730000
orb,7.700000
orc,7.730000
org,5.820000
ork,9.030000
orl,5.510000
orn,5.250000
opg,8.000000
oph,7.970000
opn,6.000000
opq,9.250000
opt,9.780000
opy,5.520000
opu,9.500000
opv,6.610000
opz,8.810000
oqa,5.720000
oqh,5.140000
ooc,8.640000
oop,9.300000
oog,9.290000
ooh,7.700000
ooi,8.830000
ooo,6.240000
ooq,5.060000
oot,8.750000
opc,9.910000
omv,7.780000
onf,6.400000
ono,7.280000
onq,9.490000
ons,6.380000
olk,8.270000
onw,5.620000
onh,8.940000
onj,6.680000
onx,6.380000
olt,9.300000
olu,7.490000
olw,7.950000
oly,9.020000
olz,8.900000
oma,5.680000
omb,7.050000
omg,8.310000
omp,7.390000
omd,7.780000
omf,9.910000
omj,5.290000
omm,7.330000
omn,6.280000
omq,7.030000
omr,5.260000
okl,6.320000
olj,8.520000
ojb,8.230000
okm,9.030000
olh,8.050000
okt,5.050000
ola,9.670000
olb,5.060000
olp,5.710000
ojj,6.890000
ojs,8.830000
ojx,8.070000
ojz,5.450000
okh,9.850000
ojl,8.200000
ojo,6.650000
ojr,8.570000
ojv,5.380000
oke,9.580000
oki,9.830000
oib,6.680000
oig,7.060000
oik,9.520000
oiq,5.930000
oje,5.470000
oih,7.020000
oip,5.730000
oit,6.350000
ogy,7.500000
ohe,5.410000
ohn,7.040000
oht,5.650000
ohv,8.970000
ohz,9.060000
ohb,5.690000
ohd,6.920000
ohj,8.360000
ohm,9.800000
ohu,7.730000
ohy,8.560000
oia,6.140000
ofr,9.130000
oga,7.320000
ofv,6.540000
ogr,6.600000
ofz,7.850000
ogb,8.750000
ogh,8.430000
ogc,6.480000
ogg,8.880000
ogi,7.440000
ogk,9.780000
ogn,6.530000
ogo,7.740000
ogq,6.480000
ogu,7.670000
oem,6.880000
ofn,7.940000
ofq,8.560000
oeq,5.580000
oer,7.750000
ofk,8.400000
oes,9.740000
oeu,9.590000
oev,8.280000
oew,7.640000
ofd,9.480000
off,7.300000
ofi,7.420000
ofl,8.880000
oez,6.080000
ofb,5.370000
ofc,5.900000
ofp,9.230000
odh,8.070000
odi,8.330000
odk,6.870000
odl,7.000000
odp,7.870000
odq,9.360000
odu,5.600000
oeh,9.580000
oek,6.300000
ods,8.850000
odw,7.490000
ody,8.370000
occ,7.980000
ocd,8.030000
ocg,5.060000
ocp,6.780000
ocr,7.540000
ocu,8.860000
odb,8.260000
ock,5.430000
ocn,9.350000
ocz,8.610000
ocq,9.980000
ocs,9.770000
ocv,6.820000
obf,5.750000
obk,7.030000
obl,8.870000
obm,6.010000
obs,6.780000
oby,8.850000
oax,5.600000
oba,6.620000
obb,8.650000
obn,9.300000
obu,6.150000
obx,7.940000
obz,5.210000
obr,5.160000
nzv,5.330000
nzz,7.490000
